Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
XS2034715305,0.875% GTD SNR NTS 15/09/26 GBP1000'REGS,89834,KfW,Financials,Germany,30-07-19,14-07-22,14-07-22,650,GBP,1.31,15-09-26,0.88,Green,0,0,100,0,0,0,0,Buildings,100,21,0,0,0,0,0,79,0,0,0,0,0,0,0,15,6,0,0,0,0,0,79,0,0,0,0,0,0,0,0,1467,336874, NA , NA ,1467,336874, NA , NA ,7508,42723,60062,341781,65,6, NA , NA ,-84,-71455,100%,-151,-128516,100%,Low,38,77,100%,77,75,100,33,100,https://www.kfw.de/PDF/Investor-Relations/PFD-Dokumente-Green-Bonds/KfW-Green-Bond-Allocation-Report-2019-2.pdf; https://www.kfw.de/PDF/Investor-Relations/PDF-Dokumente-Green-Bonds/Impact-and-Allocation-Reporting/KfW-Green-Bonds-Allocation-Report-2021.pdf; https://www.kfw.de/PDF/Investor-Relations/PFD-Dokumente-Green-Bonds/Impact-Calc-2.0.pdf
CA748148RW51,CAD$ GLOBAL NT SER QR 1.650 Mar-3-2022,NA,Province of Quebec,Sovereign,Canada,24-02-17,15-07-22,15-07-22,500,CAD,0.77,3/3/2022,1.65,Green,0,0,0,100,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,NA , NA ,809416317, NA , NA , NA ,809416317, NA ,15,21,93,124, NA , NA ,NA, NA ,-26,-10082,100%,NA,NA,NA,Moderate,40,84,100%,93,100,100,100,71,http://www.finances.gouv.qc.ca/documents/Autres/en/AUTEN_MFQ_OblVertes_Bulletin_Juillet2021.pdf
XS2103013210,0.375% GTD SNR EMTN 24/07/2028 EUR100000,44346,"Red Eléctrica Financiaciones, S.A.U.",Financials,Spain,24-01-20,15-07-22,15-07-22,700,EUR,0.89,24-07-28,0.38,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,NA,NA,NA,-738,-458320,98%,NA,79,66,2%,94,75,100,100,100,https://www.ree.es/sites/default/files/06_ACCIONISTAS/Documentos/Green_Bond_Report.pdf
XS2056491587,2.124% LT2 EMTN 01/10/2030 EUR100000'18',44548,Assicurazioni Generali S.p.A.,Financials,Italy,1/10/2019,18-07-22,18-07-22,750,EUR,1.14,1/10/1930,2.12,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,NA ,127400, NA , NA , NA ,127400, NA , NA ,917,13431,11001,161168, NA ,8, NA , NA ,-4,-3560,100%,-4,-3436,100%,Moderate,84,78,100%,100,100,100,100,100,https://www.generali.com/doc/jcr:eef64d13-985a-46bf-887d-07e1196adfc8/Generali_Green%20Bond%20Report%202020_ENG.pdf/lang:en/Generali_Green_Bond_Report_2020_ENG.pdf
XS2123970167,EUR$ GLOBAL SR NT 0.250 Feb-25-2028,44275,V.F. Corporation,Consumer Discretionary,United States,18-02-20,18-07-22,18-07-22,500,EUR,1.15,25-02-28,0.25,Green,0,0,0,17,0,0,83,Others Green,100,0,0,0,0,0,0,17,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,NA ,16741, NA , NA , NA ,16741, NA , NA ,119,1269,1075,11425, NA ,6, NA , NA ,-1,-304,17%,-41,-23735,83%,Moderate,72,84,17%,95,79,100,100,100,https://d1io3yog0oux5.cloudfront.net/vfc/files/pages/vfc/db/436/description/VF+Green+Bond+Impact+Report%5B1%5D.pdf
XS1790280694,0.25% SNR EMTN 15/05/2023 EUR100000,239957,KommuneKredit,Financials,Denmark,15-03-18,18-07-22,18-07-22,1000,EUR,1.14,15-05-23,0.25,Not Green,0,0,0,0,0,0,100,Proceeds that are Not Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,0,0,0,0,0,https://www.kommunekredit.com/wp-content/uploads/filebase/en/Final-Terms/XS1790280694-15.05.2023.pdf; http://www.kommunekredit.dk/wp-content/uploads/2018/05/KommuneKredit-Green-Bond-Framework-27-March-2017.pdf
XS1982037696,0.5% SNR MTN 15/04/2026 EUR1000'277'REGS,44519,ABN AMRO Bank N.V.,Financials,Netherlands,15-04-19,13-07-22,13-07-22,750,EUR,1.14,15-04-26,0,Green,0,0,100,0,0,0,0,Buildings,100,18,0,0,0,0,0,82,0,0,0,0,0,0,0,17,1,0,0,0,0,0,73,8,0,0,0,0,0,0,0,1392,210225, NA ,2804181,1392,210225, NA ,2804181,4056,25827,32444,206619,38,6, NA ,8,-118,-101042,100%,-80,-68210,100%,Moderate,91,77,100%,95,79,100,100,100,https://assets.ctfassets.net/1u811bvgvthc/4lwR1U6DzdytXWFhV9uqC2/2c4c7269d1d0f16bc20bd59774677075/WE_Report_30741_-_CO2-emission_Green_Bonds_ABN-AMRO_per_1_January_2021_v2.pdf
XS1641477119,FR 3.875%070727,67932,REC Limited,Financials,India,29-06-17,20-07-22,20-07-22,450,USD,1,7/7/2027,3.88,Green,0,100,0,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12984, NA , NA , NA ,12984, NA , NA , NA ,67980,94754,747780,1042299,136, NA , NA , NA ,-1821,-819536,95%,NA,NA,NA,Moderate,74,82,100%,93,100,100,100,71,https://www.recindia.nic.in/uploads/files/Annual-update-report-template-V3.pdf
XS2079316753,0.05% SNR SEC CVD BDS 28/01/25 EUR100000,244848,NORD/LB Luxembourg S.A. Covered Bond Bank,Financials,Luxembourg,28-01-20,19-07-22,19-07-22,300,EUR,1.15,28-01-25,0.05,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821, NA , NA , NA ,3821, NA , NA , NA ,9335,15813,56009,94881,45, NA , NA , NA ,-666,-229249,100%,-319,-109800,100%,Moderate,NA,85,100%,94,75,100,100,100,https://www.nordlb.lu/page/docManager/docs/857/NORDLB%20CBB%20Allocation%20Report%20as%20of%2031%20Dec%202021.pdf
XS2081500907,1.661% GTD SNR NTS 04/12/26 EUR1000'REGS,44347,FCC Servicios Medio Ambiente Holding S.A.,Industrials,Spain,4/12/2019,12/7/2022,12/7/2022,500,EUR,1.14,4/12/2026,1.66,Green,0,0,100,0,0,0,0,Waste,93,0,0,0,0,6,0,1,1,0,85,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,NA,NA,NA,-2143,-1226091,17%,NA,5,43,14%,93,72,100,100,100,https://www.fccma.com/documents/14101825/15421671/Green+bond+report-2021-v2.pdf/85445380-bcb0-cc6e-f082-cb837834d49b?t=1652346221620
XS1130340091,1.5% GTD SNR MTN 03/11/21 EUR100000'001',241870,Stockland Trust Management Limited,Financials,Australia,3/11/2014,21-07-22,21-07-22,300,EUR,1.14,3/11/2021,1.5,Green,0,0,0,0,100,0,0,Buildings,100,6,0,0,0,0,0,94,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32,0,0,0,0,0,0,0,NA ,148358, NA , NA , NA ,148358, NA , NA ,1082,19556,8655,156444, NA ,10, NA , NA ,-16,-5437,94%,NA,NA,NA,Low,37,83,100%,61,99,0,100,43,https://www.stockland.com.au/~/media/corporate/pdf/about-stockland/sustainability/green-bond-report-2021.ashx?la=en; https://www.stockland.com.au/~/media/corporate/pdf/media-centre/media-releases/2014/stockland-issues-corporate-green-bond.ashx
CA68333ZAJ62,SR GLBL 27,NA,Province of Ontario,Sovereign,Canada,12/2/2020,18-07-22,18-07-22,500,CAD,0.78,1/2/2027,1.85,Green,0,0,0,100,0,0,0,Buildings,100,0,0,0,0,31,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,31,0,0,0,NA ,38766, NA , NA , NA ,38766, NA , NA ,276,3233,2205,25864, NA ,7, NA , NA ,-2,-802,48%,-9,-3489,72%,Low,38,76,100%,100,100,100,100,100,https://www.ofina.on.ca/pdf/green_bond_projects_data_en.xlsx; https://www.ofina.on.ca/pdf/2020_ontario_green_bond_newsletter_en.pdf; https://www.ofina.on.ca/pdf/2021_ontario_green_bond_newsletter_en.pdf; https://www.ofina.on.ca/greenbonds/projects.htm#framework
XS1640493372,0.3% SNR EMTN 30/06/2022 EUR100000 '399',43666,Nordea Bank Abp,Financials,Finland,30-06-17,19-07-22,19-07-22,500,EUR,1.15,30-06-22,0.3,Green,0,0,100,0,0,0,0,Buildings,100,24,0,0,0,4,4,58,0,0,11,0,0,0,0,13,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4835,159359,NA,NA,4835,159359,NA,NA,21207,78612,127244,471670,104,5,NA,NA,-415,-238144,82%,-531,-304566,92%,Low,99,75,89%,77,75,100,33,100,https://www.nordea.com/en/doc/nordea-green-bond-report-2020.pdf
XS2108987517,EUR$ GLOBAL NT 1.250 Jan-29-2040,NA,Chile,Sovereign,Chile,21-01-20,9/8/2022,9/8/2022,1269,EUR,1.14,29-01-40,1.25,Green,0,0,0,0,0,100,0,Undisclosed/Not disbursed proceeds,8,0,0,0,0,7,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37,1934,NA,NA,37,1934,NA,NA,135,492,2844,10333,61,5,0,NA,-1,-914,0%,-29,-41608,5%,Low,99,43,100%,77,8,100,100,100,https://cms.hacienda.cl/hacienda/assets/documento/descargar/15a736c651116/1631214762
XS1960260021,1.375% SNR NTS 07/03/2024 EUR100000'463',117120,LeasePlan Corporation N.V.,Financials,Netherlands,7/3/2019,9/8/2022,9/8/2022,500,EUR,1.14,7/3/2024,1.38,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33,-18565,100%,NA,NA,66,100%,94,75,100,100,100,https://www.leaseplan.com/corporate/~/media/Files/L/Leaseplan/documents/LeasePlan%20Green%20Bond%20Allocation%20Reporting%202021.pdf; https://www.leaseplan.com/corporate/~/media/Files/L/Leaseplan/documents/LeasePlan%20Green%20Finance%20Impact%20Report%202021.pdf
US29444UBK16,SR NT 1.000 Sep-15-2025,49580,"Equinix, Inc.",Real Estate,United States,23-09-20,8/8/2022,8/8/2022,700,USD,1,15-09-25,1,Green,0,0,0,29,0,0,71,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,NA,285259,NA,NA,NA,285259,NA,NA,2028,26743,12169,160458,NA,7,NA,NA,-10,-6886,100%,-62,-43185,100%,Moderate,72,84,100%,100,100,100,100,100,https://sustainability.equinix.com/environment/design-and-innovate-for-the-environment/; https://cloud.kapostcontent.net/pub/0e951fbb-7bf1-41b3-9fcb-b24670a80598/green-bond-allocation-report-2021?kui=kavQHgf4eOCOAk2wjCjoHA
FR00140003P3,0.1% SNR EMTN 08/10/2027 EUR100000 '508',226987,Banque Fédérative du Crédit Mutuel Société anonyme,Financials,France,8/10/2020,9/8/2022,9/8/2022,750,EUR,1.15,8/10/2027,0.1,Green,0,0,83,0,0,0,17,Buildings,100,17,0,0,0,0,0,83,0,0,0,0,0,0,0,16,1,0,0,0,0,0,83,0,0,0,0,0,0,0,0,1854,359547,NA,NA,1854,359547,NA,NA,7309,33927,58476,271419,43,5,NA,NA,-149,-128623,100%,-27,-22838,100%,Moderate,53,77,100%,100,100,100,100,100,https://www.bfcm.creditmutuel.fr/partage/fr/CC/BFCM/telechargements/programmes-green/Green_Bond_Reporting_BFCM.pdf
XS2304340263,EUR$ GLOBAL SR NT 0.250 Mar-15-2027,49580,"Equinix, Inc.",Real Estate,United States,24-02-21,8/8/2022,8/8/2022,500,EUR,1.13,15-03-27,0.25,Green,0,0,0,29,0,0,71,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,NA,256365,NA,NA,NA,256365,NA,NA,1823,23995,12759,167966,NA,7,NA,NA,-11,-6176,100%,-65,-36588,100%,Moderate,72,84,100%,100,100,100,100,100,https://sustainability.equinix.com/environment/design-and-innovate-for-the-environment/; https://cloud.kapostcontent.net/pub/0e951fbb-7bf1-41b3-9fcb-b24670a80598/green-bond-allocation-report-2021?kui=kavQHgf4eOCOAk2wjCjoHA
XS2082429890,1.375%-FRN SUB 11/05/2081 EUR100000'REGS,43668,Telia Company AB (publ),Communication Services,Sweden,11/2/2020,8/8/2022,8/8/2022,500,EUR,1.14,11/5/1981,1.38,Green,0,0,100,0,0,0,0,ICT,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33,-18609,97%,NA,78,NA,0%,100,99,100,100,100,https://www.teliacompany.com/globalassets/telia-company/documents/investors/green-bond/green-bond-report-4-feb-2021.pdf
US74977RDJ05,FR 1.004%092426,233811,Coöperatieve Rabobank U.A.,Financials,Netherlands,17-09-20,8/8/2022,8/8/2022,1000,USD,1,24-09-26,1,Green,0,0,83,17,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8768,NA,NA,NA,8768,NA,NA,NA,21324,33755,149267,236287,40,NA,NA,NA,-452,-452272,100%,-612,-611524,100%,Moderate,50,87,100%,100,100,100,100,100,https://www.rabobank.com/en/images/20211014-rabobank-green-bond-report-2021.pdf; https://www.rabobank.com/en/images/rabobank-sustainable-funding-framework-september-2020.pdf; https://www.capitaliq.com/CIQDotNet/CreditRatings/RatingDetails.aspx?companyId=809970&securityId=145932164
BE0002755362,0.25% GTD SNR EMTN 02/12/30 EUR100000'1',231320,Fluvius System Operator CV,Utilities,Belgium,2/12/2020,8/8/2022,8/8/2022,600,EUR,1.14,2/12/1930,0.25,Green,0,0,63,0,0,0,37,Water,63,0,0,0,5,0,41,17,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,NA,NA,NA,321494,NA,NA,NA,321494,0,119,0,1310,NA,NA,NA,1,0,-12,9%,0,-11,17%,Low,NA,43,95%,91,63,100,100,100,https://over.fluvius.be/sites/fluvius/files/2022-01/green-bond-allocation-impact-report-2021-fluvius.pdf
XS2169243479,EUR500 mil 0.375% callable bnds due 11/14/2028,42741,Swisscom Finance B.V.,Financials,Netherlands,14-05-20,5/8/2022,5/8/2022,500,EUR,1.15,14-11-28,0.38,Green,0,0,100,0,0,0,0,ICT,100,0,0,0,0,0,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,NA,117842738,NA,9,NA,117842738,NA,446,364,4010,3272,163,NA,0,NA,-3,-1889,1%,0,-126,0%,Low,91,67,1%,100,100,100,100,100,https://www.swisscom.ch/content/dam/swisscom/de/about/investoren/finanzierungen/documents/green-bond-allocation-report-2021.pdf; https://www.swisscom.ch/content/dam/swisscom/de/about/investoren/finanzierungen/documents/green-bond-impact-reporting-2021.pdf
XS1691909920,0.956% SNR NTS 16/10/24 EUR100000'1'REGS,44903,"Mizuho Financial Group, Inc.",Financials,Japan,16-10-17,5/8/2022,5/8/2022,500,EUR,1.15,16-10-24,0.96,Green,0,100,0,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,32,63,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3791,NA,NA,NA,3791,NA,NA,NA,21969,29212,175752,233697,109,NA,NA,NA,-492,-281941,100%,-1094,-626880,100%,Moderate,91,85,100%,94,75,100,100,100,https://www.mizuhogroup.com/binaries/content/assets/pdf/mizuhoglobal/sustainability/environment/business/greenbond/greenbond_20210928.pdf
US31572UAF30,GLOBAL GTD SR NT 5.500 Jan-17-2027,53539,Fibria Overseas Finance Ltd.,Materials,Cayman Islands,11/1/2017,5/8/2022,5/8/2022,700,USD,1,17-01-27,5.5,Green,0,0,0,0,0,93,7,Land Use and Marine Resources,93,0,0,0,0,0,0,0,89,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,39,7%,91,93,100,100,71,https://s1.q4cdn.com/987436133/files/doc_downloads/2021/08/RASuzanoGreenBond_2020_eng_VF.pdf; https://s1.q4cdn.com/987436133/files/doc_news/fibria/Green-Bonds-Relat%C3%B3rio-Anual-Fibria-2017-18-Eng.pdf
US05351WAC73,GLOBAL NT 3.200 Apr-15-2025,227547,"Avangrid, Inc.",Utilities,United States,7/4/2020,4/8/2022,4/8/2022,750,USD,1,15-04-25,3.2,Green,0,0,0,100,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,58,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5394,NA,NA,NA,5394,NA,NA,NA,16641,28561,99847,171366,77,NA,NA,NA,-515,-386555,100%,-849,-637096,100%,Moderate,61,86,100%,100,100,100,100,100,https://www.avangrid.com/wps/wcm/connect/www.avangrid.com18200/e81a0158-c77b-404f-a2bc-12682aa02141/SustainabilityReport+2021.pdf?MOD=AJPERES&CVID=o7KhUKG
DE000A3H3JM4,0.75% SNR EMTN 11/03/2033 EUR1000 'REGS',42738,Mercedes-Benz Group AG,Consumer Discretionary,Germany,11/3/2021,5/8/2022,5/8/2022,1000,EUR,1.13,11/3/1933,0.75,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-23,0%,NA,74,87,100%,100,100,100,100,100,https://group.mercedes-benz.com/dokumente/investoren/refinanzierung/daimler-ir-green-finance-investor-report-2021.pdf
XS2293681685,2.5%-FRN SUB 18/02/3021 GBP100000 'REGS',226992,Ørsted A/S,Utilities,Denmark,18-02-21,4/8/2022,4/8/2022,425,GBP,1.33,Perpetual,2.5,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13437,NA,NA,NA,13437,NA,NA,NA,5935,9639,130580,212068,25,NA,NA,NA,-413,-233980,100%,-928,-526000,100%,Moderate,52,88,100%,100,100,100,100,100,https://orstedcdn.azureedge.net/-/media/annual2021/green-bond-impact-report-2021.ashx?la=en&rev=487820b00df441d7a482d884f8ca7c33&hash=5C0177F11B2BDF47C30E7A145EF6A57E
XS2010036874,1.75%-FRN SUB 09/12/3019 EUR1000 'REGS',226992,Ørsted A/S,Utilities,Denmark,9/12/2019,4/8/2022,4/8/2022,600,EUR,1.14,Perpetual,1.75,Green,0,37,63,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17307,NA,NA,NA,17307,NA,NA,NA,7436,11246,180964,273134,26,NA,NA,NA,-530,-362881,100%,-772,-528000,100%,Moderate,52,89,100%,100,100,100,100,100,https://orstedcdn.azureedge.net/-/media/annual2021/green-bond-impact-report-2021.ashx?la=en&rev=487820b00df441d7a482d884f8ca7c33&hash=5C0177F11B2BDF47C30E7A145EF6A57E
XS1828046570,1.125% SNR BDS 15/11/2032 EUR1000,91158,European Investment Bank,Financials,Luxembourg,29-05-18,4/8/2022,4/8/2022,500,EUR,1.14,15-11-32,1.13,Green,10,0,85,4,0,0,0,Renewable Electricity and Heat Production,100,85,0,0,5,0,0,5,0,2,0,0,2,0,0,45,26,4,3,0,5,0,1,2,1,2,0,0,0,0,0,9608,7216,NA,NA,9608,7216,NA,NA,16831,51049,252469,765734,100,5,NA,NA,-284,-161586,69%,-514,-292518,73%,Low,97,79,92%,100,100,100,100,100,https://www.eib.org/attachments/fi/cab-impact-report-2020.xlsx; https://www.eib.org/attachments/fi/cab-allocation-report-2020.xlsx; https://www.eib.org/attachments/fi/cab-impact-report-2019.xlsx
FR0013428513,1.375% SNR EMTN 21/06/2039 EUR100000'90',48499,ENGIE SA,Utilities,France,21-06-19,4/8/2022,4/8/2022,750,EUR,1.14,21-06-39,1.38,Green,0,0,33,0,0,0,66,Renewable Electricity and Heat Production,100,84,0,0,2,1,0,10,0,0,0,0,2,0,0,26,27,27,1,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1055,-898682,98%,NA,40,80,96%,100,100,100,100,100,https://www.engie.com/en/csr/green-bonds; https://www.engie.com/sites/default/files/assets/documents/2022-03/ENGIE_DEU_2020_UK_BD_0_1.pdf
FR0013428489,0.375% SNR EMTN 21/06/2027 EUR100000'89',48499,ENGIE SA,Utilities,France,21-06-19,4/8/2022,4/8/2022,750,EUR,1.14,21-06-27,0.38,Green,0,0,34,0,0,0,66,Renewable Electricity and Heat Production,100,83,0,0,2,3,0,10,0,0,0,0,2,0,0,26,27,27,1,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1055,-898682,98%,NA,40,80,96%,100,100,100,100,100,https://www.engie.com/en/csr/green-bonds; https://www.engie.com/sites/default/files/assets/documents/2022-03/ENGIE_DEU_2020_UK_BD_0_1.pdf
XS2295335413,1.45%-FR GTD SUB PERP EUR100000'NC6'REGS,42800,Iberdrola International B.V.,Financials,Netherlands,9/2/2021,3/8/2022,3/8/2022,1000,EUR,1.14,Perpetual,1.45,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23188,NA,NA,NA,23188,NA,NA,NA,8215,14638,205385,365951,25,NA,NA,NA,-198,-224837,100%,NA,NA,NA,Moderate,50,88,100%,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS2295333988,1.825%-FRN GTD SUB PERP EUR100000 'NC9',42800,Iberdrola International B.V.,Financials,Netherlands,9/2/2021,3/8/2022,3/8/2022,1000,EUR,1.14,Perpetual,1.83,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23188,NA,NA,NA,23188,NA,NA,NA,8215,14638,205385,365951,25,NA,NA,NA,-198,-224837,100%,NA,NA,NA,Moderate,50,88,100%,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS1998025008,0.465% SNR EMTN 30/05/24 EUR1000'21'REGS,44616,"Sumitomo Mitsui Financial Group, Inc.",Financials,Japan,30-05-19,3/8/2022,3/8/2022,500,EUR,1.14,30-05-24,0.47,Green,0,36,20,13,23,9,0,Renewable Electricity and Heat Production,100,90,0,0,0,0,0,0,0,0,10,0,0,0,0,67,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,38815,NA,NA,NA,38815,NA,NA,NA,105945,157632,635673,945791,52,NA,NA,NA,-4831,-2744229,90%,-3407,-1935194,100%,Moderate,92,87,90%,83,100,100,33,100,https://www.smfg.co.jp/english/sustainability/materiality/environment/procurement/pdf/Annual_Report_2022e.pdf
XS1981060624,1.875% SNR EMTN 11/04/2025 EUR100000 '1',51390,ERG S.p.A.,Utilities,Italy,11/4/2019,3/8/2022,3/8/2022,500,EUR,1.14,11/4/2025,1.88,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,59,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7123,NA,NA,NA,7123,NA,NA,NA,25750,34937,180248,244562,80,NA,NA,NA,-619,-351488,100%,-1112,-631473,100%,Moderate,72,83,100%,100,100,100,100,100,https://www.erg.eu/c/document_library/get_file?uuid=454d75bb-df3d-448c-9810-993496274b32&groupId=10181&version=1.0
